total_2_1edge,total_2_indep,total_3_tris,total_2_star,total_3_1edge,total_3_indep,total_4_clique,total_4_chordcycle,total_4_tailed_tris,total_4_cycle,total_3_star,total_4_path,total_4_1edge,total_4_2edge,total_4_2star,total_4_tri,total_4_indep,filename
22,83,8,38,186,223,1,10,10,0,19,54,549,82,251,62,327,./motifs/1034.motifcount
17,88,0,45,131,279,0,0,0,6,62,46,436,33,238,0,544,./motifs/1036.motifcount
14,91,0,58,66,331,0,0,0,0,165,30,219,3,141,0,807,./motifs/1037.motifcount
18,87,0,43,148,264,0,0,0,5,42,43,447,57,284,0,487,./motifs/1038.motifcount
14,91,0,91,0,364,0,0,0,0,364,0,0,0,0,0,1001,./motifs/1039.motifcount
16,89,0,33,142,280,0,0,0,3,23,45,510,36,225,0,523,./motifs/1040.motifcount
17,88,0,39,143,273,0,0,0,6,35,38,463,47,263,0,513,./motifs/1041.motifcount
14,91,0,79,24,352,0,0,0,0,286,12,66,0,66,0,935,./motifs/1043.motifcount
14,91,0,91,0,364,0,0,0,0,364,0,0,0,0,0,1001,./motifs/1044.motifcount
22,83,4,42,190,219,0,2,14,7,20,51,567,94,282,30,298,./motifs/1045.motifcount
14,91,0,91,0,364,0,0,0,0,364,0,0,0,0,0,1001,./motifs/1046.motifcount
15,90,0,31,133,291,0,0,0,1,28,31,463,41,222,0,579,./motifs/1047.motifcount
14,91,0,25,132,298,0,0,0,0,18,30,504,36,186,0,591,./motifs/1048.motifcount
25,80,0,156,13,286,0,0,0,66,506,12,0,0,66,0,715,./motifs/1049.motifcount
16,89,0,39,130,286,0,0,0,3,35,48,423,27,255,0,574,./motifs/1050.motifcount
14,91,0,47,88,320,0,0,0,0,94,40,278,4,202,0,747,./motifs/1051.motifcount
14,91,0,34,114,307,0,0,0,0,45,40,417,17,193,0,653,./motifs/1052.motifcount
17,88,4,37,135,279,1,0,24,0,40,39,489,21,198,20,533,./motifs/1053.motifcount
18,87,2,24,180,249,0,1,1,2,7,29,648,87,197,21,372,./motifs/1054.motifcount
14,91,0,91,0,364,0,0,0,0,364,0,0,0,0,0,1001,./motifs/1055.motifcount
18,87,2,25,178,250,0,1,3,2,9,29,642,84,199,19,377,./motifs/1056.motifcount
14,91,0,34,114,307,0,0,0,0,41,22,351,35,241,0,675,./motifs/1057.motifcount
15,90,0,43,109,303,0,0,0,1,84,46,412,14,168,0,640,./motifs/1058.motifcount
14,91,0,28,126,301,0,0,0,0,35,42,525,21,147,0,595,./motifs/1059.motifcount
14,91,0,91,0,364,0,0,0,0,364,0,0,0,0,0,1001,./motifs/1060.motifcount
14,91,0,61,60,334,0,0,0,0,169,30,165,0,165,0,836,./motifs/1061.motifcount
20,85,0,49,162,244,0,0,0,13,38,67,521,48,288,0,390,./motifs/1062.motifcount
19,86,0,65,117,273,0,0,0,11,130,59,365,25,228,0,547,./motifs/1063.motifcount
14,91,0,29,124,302,0,0,0,0,25,30,437,32,213,0,628,./motifs/1064.motifcount
16,89,0,50,108,297,0,0,0,3,78,40,286,24,274,0,660,./motifs/1065.motifcount
14,91,0,31,120,304,0,0,0,0,39,42,471,18,171,0,624,./motifs/1066.motifcount
14,91,0,32,118,305,0,0,0,0,34,32,404,27,218,0,650,./motifs/1067.motifcount
14,91,0,47,88,320,0,0,0,0,94,12,194,32,258,0,775,./motifs/1068.motifcount
14,91,0,40,102,313,0,0,0,0,64,42,348,9,204,0,698,./motifs/1069.motifcount
14,91,0,91,0,364,0,0,0,0,364,0,0,0,0,0,1001,./motifs/1070.motifcount
24,81,0,91,130,234,0,0,0,36,150,98,350,15,302,0,414,./motifs/1071.motifcount
13,78,0,22,111,231,0,0,0,0,20,24,385,31,139,0,402,./motifs/1072.motifcount
16,89,2,34,134,285,0,1,6,0,50,47,530,25,150,16,540,./motifs/1073.motifcount
14,91,0,30,122,303,0,0,0,0,31,25,418,36,217,0,638,./motifs/1074.motifcount
16,14862,0,28,2680,845338,0,0,0,3,16,32,223024,54,4636,0,35814190,./motifs/1075.motifcount
14,91,0,34,114,307,0,0,0,0,45,36,405,21,201,0,657,./motifs/1076.motifcount
14,91,0,26,130,299,0,0,0,0,24,26,488,39,188,0,600,./motifs/1077.motifcount
18,87,2,28,172,253,0,1,3,2,13,34,603,76,213,19,401,./motifs/1078.motifcount
14,91,0,37,108,310,0,0,0,0,59,22,339,32,223,0,690,./motifs/1079.motifcount
17,88,2,24,167,262,0,1,3,1,11,28,615,71,187,19,429,./motifs/1080.motifcount
14,91,0,91,0,364,0,0,0,0,364,0,0,0,0,0,1001,./motifs/1081.motifcount
14,91,0,27,128,300,0,0,0,0,24,40,508,24,172,0,597,./motifs/1082.motifcount
14,91,0,30,122,303,0,0,0,0,31,25,418,36,217,0,638,./motifs/1083.motifcount
17,88,3,37,138,277,0,0,24,0,38,39,501,27,204,12,520,./motifs/1084.motifcount
27,78,10,53,215,177,0,5,37,16,32,20,452,169,352,73,209,./motifs/1085.motifcount
14,91,0,24,134,297,0,0,0,0,21,37,556,30,151,0,570,./motifs/1086.motifcount
14,91,0,47,88,320,0,0,0,0,94,12,194,32,258,0,775,./motifs/1087.motifcount
18,87,0,53,128,274,0,0,0,10,60,64,384,16,288,0,543,./motifs/1088.motifcount
14,91,0,35,112,308,0,0,0,0,40,36,368,20,228,0,673,./motifs/1089.motifcount
14,91,0,28,126,301,0,0,0,0,24,30,456,33,204,0,618,./motifs/1090.motifcount
14,91,0,69,44,342,0,0,0,0,221,22,121,0,121,0,880,./motifs/1091.motifcount
14,91,0,79,24,352,0,0,0,0,286,12,66,0,66,0,935,./motifs/1092.motifcount
15,90,0,42,111,302,0,0,0,1,66,29,329,32,244,0,664,./motifs/1093.motifcount
14,91,0,91,0,364,0,0,0,0,364,0,0,0,0,0,1001,./motifs/1094.motifcount
23,68,6,71,116,171,0,3,34,19,121,46,280,40,176,26,256,./motifs/1095.motifcount
13,78,0,78,0,286,0,0,0,0,286,0,0,0,0,0,715,./motifs/1096.motifcount
13,78,0,58,40,266,0,0,0,0,166,20,100,0,100,0,615,./motifs/1097.motifcount
13,78,0,32,92,240,0,0,0,0,40,15,227,31,202,0,486,./motifs/1098.motifcount
13,78,0,78,0,286,0,0,0,0,286,0,0,0,0,0,715,./motifs/1099.motifcount
13,78,0,51,54,259,0,0,0,0,124,27,135,0,135,0,580,./motifs/1100.motifcount
13,78,0,78,0,286,0,0,0,0,286,0,0,0,0,0,715,./motifs/1101.motifcount
24,67,0,144,0,220,0,0,0,66,440,0,0,0,0,0,495,./motifs/1102.motifcount
13,78,0,46,64,254,0,0,0,0,94,32,160,0,160,0,555,./motifs/1103.motifcount
13,78,0,27,102,235,0,0,0,0,35,36,375,15,120,0,420,./motifs/1104.motifcount
13,78,0,30,96,238,0,0,0,0,30,32,288,16,176,0,459,./motifs/1105.motifcount
13,78,0,29,98,237,0,0,0,0,37,32,329,17,144,0,442,./motifs/1106.motifcount
14,77,0,28,112,224,0,0,0,0,20,40,362,23,168,0,388,./motifs/1107.motifcount
13,78,0,28,100,236,0,0,0,0,36,23,319,27,154,0,442,./motifs/1108.motifcount
14,77,0,51,66,247,0,0,0,1,121,20,153,18,154,0,534,./motifs/1109.motifcount
13,78,0,78,0,286,0,0,0,0,286,0,0,0,0,0,715,./motifs/1110.motifcount
14,77,0,21,126,217,0,0,0,0,11,28,439,42,142,0,339,./motifs/1111.motifcount
14,77,0,21,126,217,0,0,0,1,11,23,432,45,148,0,341,./motifs/1112.motifcount
16,75,0,57,78,229,0,0,0,6,124,34,198,17,163,0,459,./motifs/1113.motifcount
14,77,0,22,124,218,0,0,0,1,12,26,424,41,150,0,347,./motifs/1114.motifcount
15,76,0,28,124,212,0,0,0,3,18,36,406,35,170,0,333,./motifs/1115.motifcount
14,77,0,24,120,220,0,0,0,1,15,29,402,36,157,0,361,./motifs/1116.motifcount
14,77,0,25,118,221,0,0,0,1,21,30,403,34,148,0,364,./motifs/1117.motifcount
13,78,0,18,120,226,0,0,0,0,7,22,429,38,133,0,372,./motifs/1118.motifcount
13,78,0,15,126,223,0,0,0,0,3,19,468,44,118,0,349,./motifs/1119.motifcount
14,77,0,43,82,239,0,0,0,1,85,26,223,20,162,0,484,./motifs/1120.motifcount
13,78,0,21,114,229,0,0,0,0,13,32,417,25,128,0,386,./motifs/1121.motifcount
13,78,0,78,0,286,0,0,0,0,286,0,0,0,0,0,715,./motifs/1123.motifcount
13,78,0,25,106,233,0,0,0,0,21,19,322,34,174,0,431,./motifs/1124.motifcount
21,70,8,40,148,168,0,4,28,0,56,56,462,54,96,52,193,./motifs/1125.motifcount
18,73,0,48,120,196,0,0,0,15,46,60,360,15,210,0,295,./motifs/1126.motifcount
15,76,0,49,82,233,0,0,0,3,90,36,202,14,185,0,471,./motifs/1127.motifcount
16,75,0,24,144,196,0,0,0,3,7,24,453,66,183,0,265,./motifs/1128.motifcount
13,78,0,39,78,247,0,0,0,0,66,11,153,28,209,0,534,./motifs/1129.motifcount
14,77,1,28,109,226,0,0,7,0,30,35,385,18,134,4,388,./motifs/1130.motifcount
13,78,0,49,58,257,0,0,0,0,121,20,145,9,136,0,570,./motifs/1131.motifcount
13,78,0,19,118,227,0,0,0,0,11,28,439,31,120,0,372,./motifs/1132.motifcount
13,78,0,19,118,227,0,0,0,0,9,23,418,36,136,0,379,./motifs/1133.motifcount
13,78,0,48,60,256,0,0,0,0,120,27,183,3,114,0,554,./motifs/1134.motifcount
13,78,0,25,106,233,0,0,0,0,21,19,322,34,174,0,431,./motifs/1135.motifcount
14,77,0,35,98,231,0,0,0,1,45,24,257,30,198,0,446,./motifs/1136.motifcount
13,78,0,27,102,235,0,0,0,0,24,32,330,19,161,0,435,./motifs/1137.motifcount
13,78,0,78,0,286,0,0,0,0,286,0,0,0,0,0,715,./motifs/1138.motifcount
14,77,0,21,126,217,0,0,0,1,8,26,432,42,151,0,341,./motifs/1139.motifcount
21,70,2,61,124,177,0,1,1,21,91,18,201,80,274,19,295,./motifs/1140.motifcount
13,78,0,26,104,234,0,0,0,0,25,19,314,33,173,0,437,./motifs/1141.motifcount
15,76,0,37,106,221,0,0,0,2,56,45,359,19,141,0,379,./motifs/1142.motifcount
18,73,0,87,42,235,0,0,0,15,240,36,90,0,105,0,515,./motifs/1143.motifcount
34,57,6,180,30,148,0,6,52,139,408,20,70,1,44,2,259,./motifs/1144.motifcount
18,73,4,32,140,188,0,6,5,2,16,44,409,44,186,27,262,./motifs/1145.motifcount
13,78,0,58,40,266,0,0,0,0,166,20,100,0,100,0,615,./motifs/1146.motifcount
13,78,0,78,0,286,0,0,0,0,286,0,0,0,0,0,715,./motifs/1147.motifcount
14,77,0,18,132,214,0,0,0,1,5,20,465,51,139,0,320,./motifs/1148.motifcount
14,77,0,24,120,220,0,0,0,1,14,32,408,33,154,0,359,./motifs/1149.motifcount
14,77,0,59,50,255,0,0,0,1,165,28,149,2,94,0,562,./motifs/1150.motifcount
14,77,0,28,112,224,0,0,0,1,25,33,364,28,163,0,387,./motifs/1151.motifcount
13,78,0,30,96,238,0,0,0,0,30,32,288,16,176,0,459,./motifs/1152.motifcount
16,75,0,26,140,198,0,0,0,4,10,26,436,60,188,0,277,./motifs/1153.motifcount
16,75,0,26,140,198,0,0,0,4,10,26,436,60,188,0,277,./motifs/1154.motifcount
13,78,0,67,22,275,0,0,0,0,220,11,55,0,55,0,660,./motifs/1155.motifcount
19,72,0,46,136,182,0,0,0,12,35,59,370,42,235,0,248,./motifs/1156.motifcount
17,74,0,81,42,241,0,0,0,10,230,35,105,0,91,0,530,./motifs/1157.motifcount
14,77,0,22,124,218,0,0,0,1,10,27,421,40,154,0,348,./motifs/1158.motifcount
13,78,0,18,120,226,0,0,0,0,8,21,429,39,132,0,372,./motifs/1159.motifcount
12,66,0,28,76,182,0,0,0,0,28,32,204,6,132,0,313,./motifs/1160.motifcount
13,78,0,16,124,224,0,0,0,0,5,21,460,41,119,0,355,./motifs/1161.motifcount
14,77,0,32,104,228,0,0,0,1,38,35,329,22,164,0,412,./motifs/1162.motifcount
21,70,8,40,148,168,0,4,28,0,56,56,462,54,96,52,193,./motifs/1163.motifcount
16,75,0,34,124,206,0,0,0,6,23,40,373,34,201,0,324,./motifs/1164.motifcount
16,75,1,39,111,213,0,0,8,3,51,44,358,20,160,3,354,./motifs/1165.motifcount
13,78,0,26,104,234,0,0,0,0,22,20,308,32,180,0,439,./motifs/1166.motifcount
13,78,0,27,102,235,0,0,0,0,35,36,375,15,120,0,420,./motifs/1167.motifcount
13,78,0,25,106,233,0,0,0,0,23,35,376,18,136,0,413,./motifs/1168.motifcount
14,77,1,28,109,226,0,0,7,0,30,35,385,18,134,4,388,./motifs/1169.motifcount
15,76,0,37,106,221,0,0,0,2,56,45,359,19,141,0,379,./motifs/1170.motifcount
15,76,0,28,124,212,0,0,0,3,17,21,358,50,203,0,349,./motifs/1171.motifcount
15,76,2,16,142,204,0,1,1,0,4,20,492,60,120,19,284,./motifs/1172.motifcount
13,78,0,78,0,286,0,0,0,0,286,0,0,0,0,0,715,./motifs/1174.motifcount
13,78,0,31,94,239,0,0,0,0,40,21,265,26,179,0,470,./motifs/1175.motifcount
16,75,0,41,110,213,0,0,0,6,39,53,320,14,204,0,365,./motifs/1177.motifcount
16,75,0,37,118,209,0,0,0,6,34,22,292,49,237,0,361,./motifs/1178.motifcount
15,76,0,48,84,232,0,0,0,3,77,36,183,15,213,0,474,./motifs/1179.motifcount
13,78,0,78,0,286,0,0,0,0,286,0,0,0,0,0,715,./motifs/1180.motifcount
13,78,0,19,118,227,0,0,0,0,11,24,427,35,128,0,376,./motifs/1181.motifcount
13,78,0,19,118,227,0,0,0,0,9,24,421,35,134,0,378,./motifs/1182.motifcount
15,76,0,35,110,219,0,0,0,3,40,34,326,30,185,0,383,./motifs/1183.motifcount
13,78,0,78,0,286,0,0,0,0,286,0,0,0,0,0,715,./motifs/1184.motifcount
13,78,0,26,104,234,0,0,0,0,22,20,308,32,180,0,439,./motifs/1185.motifcount
21,70,8,40,148,168,0,4,28,0,56,56,462,54,96,52,193,./motifs/1186.motifcount
14,77,0,31,106,227,0,0,0,1,31,30,313,28,184,0,414,./motifs/1187.motifcount
14,77,0,21,126,217,0,0,0,0,11,28,439,42,142,0,339,./motifs/1188.motifcount
18,73,4,38,128,194,0,2,10,4,39,14,273,67,233,30,329,./motifs/1189.motifcount
16,75,0,48,96,220,0,0,0,6,70,32,210,28,230,0,425,./motifs/1190.motifcount
21,70,5,37,163,159,0,4,8,5,18,47,402,85,215,39,178,./motifs/1191.motifcount
13,78,0,16,124,224,0,0,0,0,5,21,460,41,119,0,355,./motifs/1192.motifcount
15,76,2,19,136,207,0,1,3,0,8,27,475,48,123,17,299,./motifs/1193.motifcount
13,78,0,22,112,230,0,0,0,0,15,21,370,35,155,0,405,./motifs/1194.motifcount
13,78,0,78,0,286,0,0,0,0,286,0,0,0,0,0,715,./motifs/1195.motifcount
13,78,0,24,108,232,0,0,0,0,20,32,378,22,140,0,409,./motifs/1196.motifcount
15,76,0,35,110,219,0,0,0,3,40,28,308,36,197,0,389,./motifs/1197.motifcount
13,78,0,21,114,229,0,0,0,0,14,23,393,34,143,0,394,./motifs/1198.motifcount
12,66,0,31,70,185,0,0,0,0,40,10,120,25,170,0,350,./motifs/1199.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1200.motifcount
14,64,0,27,100,159,0,0,0,3,22,20,252,38,152,0,228,./motifs/1201.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1202.motifcount
12,66,0,56,20,210,0,0,0,0,165,10,45,0,45,0,450,./motifs/1203.motifcount
23,55,6,67,101,112,0,3,33,15,90,54,153,45,160,21,141,./motifs/1204.motifcount
13,65,0,37,69,180,0,0,0,1,60,25,156,14,136,0,323,./motifs/1205.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1206.motifcount
13,65,0,29,85,172,0,0,0,0,36,28,229,21,126,0,275,./motifs/1207.motifcount
12,66,0,24,84,178,0,0,0,0,24,24,240,18,120,0,289,./motifs/1208.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1209.motifcount
12,66,0,15,102,169,0,0,0,0,5,20,333,31,95,0,231,./motifs/1210.motifcount
12,66,0,33,66,187,0,0,0,0,57,28,189,5,103,0,333,./motifs/1211.motifcount
14,64,2,26,96,162,0,1,5,0,30,34,298,18,90,13,226,./motifs/1212.motifcount
12,66,0,14,104,168,0,0,0,0,4,16,336,36,96,0,227,./motifs/1213.motifcount
16,62,0,37,102,147,0,0,0,10,27,43,264,20,163,0,188,./motifs/1214.motifcount
13,65,0,21,101,164,0,0,0,1,12,22,291,33,126,0,230,./motifs/1215.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1216.motifcount
12,66,0,25,82,179,0,0,0,0,25,23,222,18,129,0,298,./motifs/1217.motifcount
13,65,0,31,81,174,0,0,0,1,30,36,207,9,144,0,288,./motifs/1218.motifcount
12,66,0,26,80,180,0,0,0,0,35,25,240,15,105,0,295,./motifs/1219.motifcount
14,64,1,29,93,163,0,0,7,1,30,33,274,17,116,3,234,./motifs/1221.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1222.motifcount
13,65,0,26,91,169,0,0,0,1,21,28,246,22,137,0,260,./motifs/1223.motifcount
12,66,0,33,66,187,0,0,0,0,57,18,159,15,123,0,343,./motifs/1224.motifcount
18,60,0,50,98,138,0,0,0,10,57,42,161,41,205,0,199,./motifs/1225.motifcount
12,66,0,24,84,178,0,0,0,0,23,30,255,12,111,0,284,./motifs/1226.motifcount
12,66,0,19,94,173,0,0,0,0,12,28,306,19,98,0,252,./motifs/1227.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1228.motifcount
12,66,0,17,98,171,0,0,0,0,10,22,318,27,96,0,242,./motifs/1229.motifcount
17,61,0,43,101,142,0,0,0,12,43,45,249,24,163,0,179,./motifs/1230.motifcount
12,66,0,40,52,194,0,0,0,0,85,10,93,16,125,0,386,./motifs/1232.motifcount
19,59,0,89,31,166,0,0,0,28,204,24,9,2,118,0,330,./motifs/1233.motifcount
13,65,0,20,103,163,0,0,0,1,9,23,303,33,123,0,223,./motifs/1234.motifcount
21,57,0,110,11,165,0,0,0,45,285,10,0,0,45,0,330,./motifs/1235.motifcount
12,66,0,39,54,193,0,0,0,0,84,24,150,3,90,0,364,./motifs/1236.motifcount
13,65,0,16,111,159,0,0,0,1,3,17,339,43,113,0,199,./motifs/1237.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1238.motifcount
13,65,0,19,105,162,0,0,0,1,7,24,318,33,117,0,215,./motifs/1239.motifcount
13,65,0,30,83,173,0,0,0,1,37,18,192,28,149,0,290,./motifs/1240.motifcount
22,56,0,74,94,118,0,0,0,35,87,60,137,27,219,0,150,./motifs/1241.motifcount
12,66,0,18,96,172,0,0,0,0,11,20,297,28,107,0,252,./motifs/1242.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1243.motifcount
12,66,0,25,82,179,0,0,0,0,25,30,243,11,115,0,291,./motifs/1244.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1245.motifcount
13,65,0,22,99,165,0,0,0,1,13,18,264,36,141,0,242,./motifs/1247.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1248.motifcount
14,64,0,25,104,157,0,0,0,1,14,31,281,33,142,0,213,./motifs/1249.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1250.motifcount
16,62,5,28,105,148,1,2,17,0,22,32,293,21,112,25,190,./motifs/1251.motifcount
12,66,0,15,102,169,0,0,0,0,5,18,327,33,99,0,233,./motifs/1252.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1253.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1254.motifcount
13,65,0,28,87,171,0,0,0,1,35,34,270,14,103,0,258,./motifs/1255.motifcount
12,66,0,18,96,172,0,0,0,0,8,24,300,24,108,0,251,./motifs/1256.motifcount
16,62,1,42,89,154,0,0,8,6,54,39,227,16,140,2,223,./motifs/1258.motifcount
14,64,0,24,106,156,0,0,0,2,11,32,301,31,135,0,203,./motifs/1259.motifcount
12,66,0,56,20,210,0,0,0,0,165,10,45,0,45,0,450,./motifs/1260.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1261.motifcount
14,64,0,30,94,162,0,0,0,2,35,38,283,19,111,0,227,./motifs/1262.motifcount
12,66,0,18,96,172,0,0,0,0,8,24,300,24,108,0,251,./motifs/1263.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1264.motifcount
12,66,0,20,92,174,0,0,0,0,14,16,258,30,126,0,271,./motifs/1265.motifcount
15,63,2,19,121,144,0,1,2,1,6,20,330,54,122,16,163,./motifs/1266.motifcount
12,66,0,18,96,172,0,0,0,0,11,18,291,30,111,0,254,./motifs/1267.motifcount
12,66,0,47,38,201,0,0,0,0,120,18,96,1,74,0,406,./motifs/1268.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1269.motifcount
12,66,0,26,80,180,0,0,0,0,35,20,225,20,115,0,300,./motifs/1270.motifcount
14,64,2,19,110,155,0,1,2,0,8,20,301,42,120,16,205,./motifs/1271.motifcount
16,62,3,32,103,148,0,3,7,2,25,38,259,24,141,17,199,./motifs/1272.motifcount
16,62,0,50,76,160,0,0,0,7,88,42,186,14,124,0,254,./motifs/1273.motifcount
14,64,0,23,108,155,0,0,0,3,10,18,282,44,152,0,206,./motifs/1274.motifcount
12,66,0,42,48,196,0,0,0,0,88,24,108,0,108,0,387,./motifs/1275.motifcount
13,65,0,20,103,163,0,0,0,1,11,20,300,36,123,0,224,./motifs/1276.motifcount
13,65,0,25,93,168,0,0,0,0,22,25,250,28,134,0,256,./motifs/1277.motifcount
17,61,0,39,109,138,0,0,0,11,32,21,208,54,208,0,181,./motifs/1278.motifcount
12,66,0,66,0,220,0,0,0,0,220,0,0,0,0,0,495,./motifs/1279.motifcount
14,64,0,25,104,157,0,0,0,2,15,26,277,36,145,0,214,./motifs/1280.motifcount
21,57,0,110,11,165,0,0,0,45,285,10,0,0,45,0,330,./motifs/1281.motifcount
12,66,0,21,90,175,0,0,0,0,20,30,300,15,90,0,260,./motifs/1282.motifcount
12,66,0,33,66,187,0,0,0,0,57,18,159,15,123,0,343,./motifs/1283.motifcount
12,66,0,48,36,202,0,0,0,0,121,18,81,0,81,0,414,./motifs/1284.motifcount
13,65,0,49,45,192,0,0,0,1,120,25,120,2,76,0,371,./motifs/1285.motifcount
14,64,0,23,108,155,0,0,0,3,10,22,294,40,144,0,202,./motifs/1286.motifcount
14,64,1,27,97,161,0,0,4,1,22,15,217,40,162,6,248,./motifs/1287.motifcount
12,66,0,18,96,172,0,0,0,0,8,24,300,24,108,0,251,./motifs/1288.motifcount
13,65,0,38,67,181,0,0,0,1,55,18,102,20,175,0,344,./motifs/1289.motifcount
12,66,0,48,36,202,0,0,0,0,121,18,81,0,81,0,414,./motifs/1291.motifcount
14,64,0,22,110,154,0,0,0,3,9,18,297,45,145,0,198,./motifs/1292.motifcount
12,66,0,36,60,190,0,0,0,0,55,30,135,0,135,0,360,./motifs/1294.motifcount
12,66,0,24,84,178,0,0,0,0,21,18,213,24,141,0,298,./motifs/1295.motifcount
16,62,0,36,104,146,0,0,0,10,25,42,273,22,161,0,182,./motifs/1296.motifcount
12,54,0,32,56,132,0,0,0,1,40,16,72,16,132,0,218,./motifs/1297.motifcount
16,50,0,37,86,97,0,0,0,7,29,40,151,29,138,0,101,./motifs/1298.motifcount
11,55,0,20,70,130,0,0,0,0,20,25,200,10,70,0,170,./motifs/1300.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1301.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1302.motifcount
12,54,0,18,84,118,0,0,0,1,7,24,221,22,89,0,131,./motifs/1303.motifcount
13,53,0,30,70,120,0,0,0,2,36,32,169,12,90,0,154,./motifs/1304.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1305.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1306.motifcount
11,55,0,20,70,130,0,0,0,0,20,25,200,10,70,0,170,./motifs/1307.motifcount
12,54,1,19,79,121,0,0,6,0,9,23,209,15,86,3,144,./motifs/1308.motifcount
18,48,4,28,112,76,0,2,4,6,12,32,190,61,116,28,44,./motifs/1309.motifcount
11,55,0,17,76,127,0,0,0,0,11,17,197,21,86,0,163,./motifs/1310.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1311.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1312.motifcount
16,50,3,24,103,90,0,3,4,4,6,23,199,46,122,17,71,./motifs/1313.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1314.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1315.motifcount
11,55,0,23,64,133,0,0,0,0,21,16,128,16,112,0,202,./motifs/1316.motifcount
14,52,1,21,95,103,0,0,3,1,7,25,210,37,108,6,98,./motifs/1317.motifcount
11,55,0,39,32,149,0,0,0,0,85,16,64,0,64,0,266,./motifs/1318.motifcount
11,55,0,26,58,136,0,0,0,0,36,16,125,13,94,0,211,./motifs/1319.motifcount
12,54,0,16,88,116,0,0,0,1,5,16,223,32,93,0,125,./motifs/1320.motifcount
11,55,0,23,64,133,0,0,0,0,24,21,152,11,93,0,194,./motifs/1321.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1322.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1323.motifcount
11,55,0,38,34,148,0,0,0,0,84,16,77,1,58,0,259,./motifs/1324.motifcount
11,55,0,38,34,148,0,0,0,0,84,9,56,8,72,0,266,./motifs/1325.motifcount
11,55,0,46,18,156,0,0,0,0,120,9,36,0,36,0,294,./motifs/1326.motifcount
11,55,0,21,68,131,0,0,0,0,21,19,169,15,88,0,183,./motifs/1327.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1328.motifcount
11,55,0,20,70,130,0,0,0,0,20,25,200,10,70,0,170,./motifs/1329.motifcount
11,55,0,23,64,133,0,0,0,0,21,16,128,16,112,0,202,./motifs/1330.motifcount
11,55,0,31,48,141,0,0,0,0,56,21,120,3,69,0,226,./motifs/1331.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1332.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1333.motifcount
11,55,0,32,46,142,0,0,0,0,57,16,92,7,85,0,238,./motifs/1334.motifcount
10,45,0,13,63,89,0,0,0,0,5,16,145,15,61,0,88,./motifs/1335.motifcount
11,55,0,13,84,123,0,0,0,0,3,16,234,26,76,0,140,./motifs/1336.motifcount
11,55,0,55,0,165,0,0,0,0,165,0,0,0,0,0,330,./motifs/1337.motifcount
11,55,0,20,70,130,0,0,0,0,15,21,173,14,93,0,179,./motifs/1338.motifcount
11,55,0,46,18,156,0,0,0,0,120,9,36,0,36,0,294,./motifs/1339.motifcount
